Book,Tags
1031575,"['書', '简体版', 'Foxtrot', '诱惑', 'Kalee', '96', '08', '收藏', '保持', '心态', '非常', '文学作品', '朱德庸', '淡淡的', '中国台湾', '瞬间', '19', '岁', '时', '地下铁', '絵', '圖文', '想象', 'Z3', '漂亮', '说话', '新', '玛特', '随笔', '小人儿', '武大', '久违', 'Krten', '读过', '系列', '卡通漫画', '华语', '圈', '青春', '200308', '三联书店', 'Gra', 'phi', 'stories', '艺术', '闲趣', '中学', 'Jimmy', '生活', '唱歌', 'picturebook', 'fairytale', '畅销', '籍', '娱乐', '碎影', '留痕', '五分钟', '绘图', '类书籍', '畿米', '快餐', '讀物', 'Art', 'Architecture']"
2339950,"['坟墓', '東亞', '散文随笔', '纠结', '105', '柒', '我爱你', 'calvin', '谢谢你们', '心里', '荡漾', 'ESSAY', 'practice', 'iPodTouch', '被窝', '严肃', '图书馆', '看看', '候餐', '曾经', '女孩子', 'Iloveyou', '私藏', '蛀虫', '腻', '未曾', '相遇', '只道', '年少无知', '喜欢', '脑残', '废纸', '黑色', '物语', '新中国', '言之有物', '行走', '知音', '故事集', '随意', '堇', 'CA', '亲子', '不下', '下去', '看不下去', '柯艾', '书名', '诈骗', '不要', '邮寄', 'Chinese', 'Literature', '预科', '读过', '屎', '老大', '粗', '献给', '本来', '准备', '很多', '2010', '仿', '安妮', '清晰', '深刻', '80', '尘世', '青春', '複', '天朝', '长江文艺出版社', '现代', '现代文学', '烂书', '情感', '当时', '年纪', '温暖']"
1085799,"['東亞', '电子版', 'lib', '暨', '图', '震撼', '历史背景', '小时候', 'LiteratureFiction', '2007.5', '竹篓', '家族史', '09', '看不看', '所谓', '无所谓', '收藏', '有点', '老', '力度', '茅盾文学奖', '权', '钱', '喜欢', '精彩', '魔幻', '魔幻现实主义', '关中平原', '六七十年代', 'chm', '白鹿原', '十世纪', '迷信', '交织', 'Chinese', '痕迹', '小說', '婦女', '之友', '传奇', '陈', '以前', 'I2', '青少年', '必讀', '知音', '研究', '荒凉', '推荐', '陳忠實', '买', '不同', '矛盾', '村落', '进', '艺术', '高原', '叙述', 'itt', 'é', '继续', '内地', '人民文学出版社', '颠沛流离', '回忆', 'reed', '消遣', '旧日', '趣味', '读物', '坦荡荡', 'novel', '现代文学', '陈忠原', '农村', '生活', '现代', '架', '已读', '中国']"
1143694,"['影视作品', '工作', '豆蔻年华', '看过', '装叉', '王小波', '长安街', '图书馆', '囧', '永远', '手边', '不下', '放不下', '灰暗', '上网', '冈冈', '忽悠', '现实主义', '电子版', '第八', '小說', '物语', '人性', '文学类', '青苹果', '承', '赵', '同学', '自赏', '京片子', '个人', '偏爱', '朝阳门', '8star', '内地', '中篇小说', '青春期', '2002', '罗拉', '爱读', '标签', '當代文學', '倍儿', '金属', '现代', '髓', '趣味', '新锐', '才气', 'Aapple', '最好', '一本', '王朔', 'novel', '动物', '凶猛', '阳光灿烂', '日子', '中国', '年少']"
1013416,"['東亞', '读的书', '現當代', '检验', '专业书', '所谓', '07', '桃花扇', '底風', '永远', 'BOOK', '华语', '现实主义', '家庭', '经典', 'Chinese', '纠结', '小說', 'Grade12', 'DA', 'Literature', '2008', '以前', '8.5', '分', '回忆', 'own', '隔膜', '孤独', '文學', 'Krten', '读过', '书', '逼出来', '恨', '相识', '乱伦', '戲劇', '想象力', '快感', '课堂', '休闲', '少年时代', '大师', '致敬', 'MINE', '写字', '晶藏', '继续', '亲爱的', '老头子', '杂项', 'drama', '百货', '铺', '好看', '炒熟', '天朝', '现代', '现代文学', '愛', '冰冷', 'u3000', '月夜', '中国', '架', '已读', '1934', '剧本', '戏有']"
1069848,"['近', '库', '錢', '不知所措', '鸿', '渐兄', '暨', '图', 'ToBuy', 'GoogleDocs', 'People', '过往', '陆智昌', '杨', '绛', '晓风', 'NJ', '误入', '幽默', '到底', '最好', '已进', '持有', '类', '装', '13', '百读不厌', '张梦', '西安', '説', '類', '老', '温暖', '四年级', '不感兴趣', '流水', 'Fiction', '踌躇', 'RecommendList', '不能', '恨不能', '打六星', '錢鍾書', '需要', '重', '读的书', 'u3000', 'MINE', '讽刺', '钱锺书', '故事', '寫實', '北京', '收藏', '好看', '零落', '看过', '以前', '2010.9', '现代', '现代文学', '生活', '三联书店', '箱底', '乾坤', 'novel', '钱', '鍾', '满地', '爬', '小孩儿', '中国']"
1059937,"['TW', '收藏', '圖', 'Foxtrot', 'jinger', '诱惑', '图书馆', '读的书', '得益于', '曾经', '文学作品', '一起', 'collection', '非常', '喜欢', '瞬间', '19', '岁', '☼', 'painting', '留给', '有一套', '24', '地下铁', '絵', '2010.6', 'latee', '及绘本', 'Z3', '色彩', '新', '玛特', 'u3000', '善良', '随笔', '跳', '舞', '小人儿', '状态', '誰', '會', '憑', '绘本系', 'PicutureBook', '推荐', '卡通漫画', '孤单', '200308', '青春', '中华儿女', 'Gra', 'phi', '闲趣', '中学', 'Jimmy', '微笑', '鱼', '小时候', '生活', 'fairytale', '畅销', '娱乐', '读图', '臺灣', '标题', '情意', '结', '台湾', '畿米', '温暖']"
1767388,"['DeathNote', '鸫', 'Mystery', '颓废', '鶇', '小时候', '东', '友情', '努力', '胜利', '碰', 'nb', '罪恶', '甜食', 'Detective', '烂尾', '跳跃', '大神', '思绪万千', '据说', 'COMIC', '灰涩', '束之高阁', '推悬恐', '赞', '残酷', '方法', '非腐漫', 'Japan', '完结', '..', '侦探', '筆記', 'マ', 'ン', 'ガ', 'Hikawa', '⊕', '死亡', '笔记', 'Krten', '读过', '新世界', '卡密', '萨玛', '独裁', '小小', '绘本系', '趣味', 'DN', '最喜欢', '消遣', '借书', '片', '腐', '网上', 'manga', '8star', '2006', '过去', '推理', 'Comics', '恐怖', 'oldstuff', 'つ', 'ぐ', 'み', '好看', '小畑健', 'ACG', '漫畫', '无关', '经典', '悬疑']"
1025753,"['NLB', '阅读', '睡前', '缺', 'ezary', '纸质', '城市', 'remexwang', '隐晦', '疯', '肆', '过眼烟云', '范', 'history', '菠菜', '现实主义', '1980s', '不见', '光', '新中国', '电影', '先锋', 'Fiction', '旧', '绮绸', '转身', '红灯笼', '高高挂', '导', '师', '活', '动', 'fun', '承', '奔跑', '女性', '通俗读物', '黑', 'readings', '空间', '玩乐', '海文', '上海文艺出版社', '2002', '苦逼', '高中', '国内', '争斗', 'fivestar', '妻妾', '成群', '现代', '现代文学', '妩媚', '终究会', '无关', '风', '冰冷', '泉水', 'u3000']"
3009821,"['copy', '时所读', 'u3000', '27', '岁', '普通', '公务员', '商业', '日积月累', '朝花夕拾', '煮酒', '论英雄', '非技术', 'M8SE', '图书馆', '构成', 'Ebook', '网络文学', '五道口', '人文', '讀物', '震后', '经典', '君', '逼出来', '张居正', '新中国', 'I2', '易中天', '2010.05', 'History', '非', '虚构', '友谊', '当当', '历史小说', '高中', '半墙', '书柜', '至爱', '壹壹', '类', '国内', '已藏', '歷史', '通俗读物', '作者简介', '穿越时空', '壶', '速读', '石悦', '古代史', '牛年', '游记', '赋闲在家', '2009', '新型', '话唠', '光合作用', '打算', '好看', 'PRC', '伍', '畅销', '纸版', '精舍', '生活', '月旦', '作乱', 'Rank4', '电子书', '我错', '明朝', '事儿', '包括', '大部分', '第一', '部分', '内争']"
1043201,"['过去', '读的书', '后面', '进来', '吓傻', '..', '張揚', '扯談', '瘋狂', '人民', '上海人民出版社', '烟雾', '想当年', '没', '营养', '课桌', '所谓', '完全', '赞成', '图书馆', '一起', '失戀', '上海', '理工', '朋友', 'remexwang', '有關', '後', '淡淡的', '味道', '80', '小时候', '过眼云烟', '没道理', '知道', '分类', '神秘', '随便', '一箩筐', '华文', '休闲', 'Chinese', '知识', '椛', '孙睿', 'Literature', '所謂', '青春文學', '年轻', '言情小说', 'own', '爱情故事', 'Krten', '读过', '05', '校園', '现当代', '记忆', '橘', '不叔', '逝去', '流行', '现代', '畢業', '搞笑', '校园文学', '本书', '翻翻', '悄悄的', '埋伏', '推荐', '生活', '大一', '200408', '员外']"
4074636,"['高中女生', '每周', 'myArabianNights', '圭', '靠北', '扯', '纸质', 'kindle', '思考', '半', '百科全书', '校园', '畅销', '买', '心平气和', '总', '觉得', '背后', '一阵发', '类', '下午', '201002', '可能', '犯罪', '放学后', '赵峻', 'I3', '密室', '电子书', 'Japan', '派', '流行', '第一人称', 'PDF', '东野圭吾', '※', '闲得', '发慌', 'DL', '外國文學', '可怜', '数学老师', '卓越', '青春', '叔', 'stanza', '江户', '川乱步', '奖', '恐怖', '女性主义', 'Novel', '爱爱', '南海', '公司', '阴凉', '名作', '侦探', '有一点', '推理小說', 'library', 'soso', 'LTT', '原因', '悬疑', 'TXT', '09', '年读', 'mystery', 'whodunit', '藏書', '日本', 'の']"
1051193,"['极好', '2004', '无法', '归类', '短篇小说', 'ForeignLiterature', 'BOOK', '前', '爱看', '现代', 'ezary', '以外', '小时候', '金庸', '肆', 'db250', '亨利', 'Hikawa', '⊕', '绘图', '现实主义', '17', '岁', '麦琪', '礼物', '梵高', '描述', '认为', '外国文学', '没', '读完', '合集', '普遍', '7.5', '分', '非', 'HenryO', '欧美经典', '1996', '高中', 'American', '上海', '社会科学院', '出版社', '才情', '生活', '烂大街', '玩乐', 'u3000', 'Shortstories', '已买', '籍', 'classics', '英国', '旧日', '所读', '小故事', 'novel', '先生', '推荐', '温暖', 'Foreign']"
1008074,"['电子版', '023', '60591209', 'JapaneseLiterature', '活法', '课', '小說吧', '....', '牙路', '東瀛', '非常', '精神分析', '引论', '徐凌', '問世', '何物', '113', '出版社', '图书馆', '亚洲', 'Kindle', '外国文学', '易水寒', '推荐', '见', '极端', '现实主义', 'myLibrary', '機器貓', 'Japan', 'shaking', '悖德', '霓虹', '中年人', '鹅', '毛笔', '混乱', 'Krten', '读过', '之前', '簌簌', '爸爸', '买', '左岸', '方舟', '心理咨询', '机构', '收藏', '观众', '理学', '现代', '迷離', 'GUT', 'itt', 'é', 'rature', '谭玲', '灿烂', '那一刻', '渡邊淳', 'einha', '文化', 'Z2', '日语', '玩乐', '2010', '籍', '沉重', '稗類', '没', '很色', '爱情小说', '人人', 'loli', 'novel', '婚外恋', '标注', '细腻', '樱花', '失乐园']"
1048007,"['啧', '營銷', 'PKM', '日积月累', 'Lifehack', '长长的', 'justdoit', 'HABITS', 'Entrepreneursh', 'productivity', 'startup', 'softskill', '找到', 'TYPE', '2010.4', 'SELF', 'IMPROVE', 'Psychology', '2008read', '职业规划', '人生哲学', '买了', '没', 'Yule', '7days', '非技术', '之道', '完成', '未完成', 'gtd', 'Thinking', 'OTHERS', '提高', '北京图书大厦', '迷迭香', '外国文学', '垃圾', '疑惑', '约', '电子版', '经理人', '架', '高效能', '人士', '13', '已购', 'systems', '社会科学', '个人成长', '勵志', '阅', '以前', 'FTF', '铁', '有种', '毒药', '财经', '软', '七个', 'txt', 'u3000', 'mannagement', '反求诸己', '美利坚', '笨人', '日常生活', 'sucess', '0812', '收获', '经济', '个人', 'Improvement', '决定', '想象力', '和谐社会', 'Rank5', 'aruni', '读过', '知易行难', '由内而外', '实现', '休闲', '新生', '推荐书', '泛读', '7habits', '负责', '系统论', '无用', '喜欢', '3star', '有效', '方法', '时间', '颠沛流离', '自我意识', '独立思考', 'pongda5', 'Triage', '磨砺', '畅销书', '月', '卡耐基', 'abb', '浙大', '图书馆', 'biz', '史蒂芬', '商业']"
1069685,"['传说', '传说中', '散文随笔', '买了', '回忆录', '105', '认为', 'asfun', '出版社', '糖浆', '理由', '纯粹', '跳舞', 'LOVE', 'two', 'good', '意思', '有意思', '08', 'remexwang', '好玩儿', '集', 'Essay', '知道', '模范', 'Stanza', '散杂', '平静', '虚构', '类', 'starlet', '缱绻', '非', '2010.05', '#_#', '换出', '推荐', '架上', '牧师', '青春', 'DD', '永远', '王小波', '中华儿女', '已藏', '愿意', '女性', '未知', '目的', '美好生活', '李银河', '欲购', '玩乐', '靠山', '山会', '人人', '会', '最好', '图书馆', '读过', '26', '老', '孩子', '髓', '書信集', '看看', '枕边书', '喜欢', '中国', '现代', '现代文学', '波', '情感', '人物', '作品', 'article']"
1068308,"['東亞', '实体书', '无法', '豆蔻年华', '08', 'asfun', '现代', '插叙', '盗版', '巧妙', '误入', '过眼云烟', '闲时', '金大侠', '自阅', '這個', '成人', '童话', 'imagine', '隐藏', '英雄', 'Literature', '人生', '百态', '程灵素', '青少年', '图书馆', '喜歡', '青苹果', '中国香港', '承', '沉溺于', '手里', '拿着', '剑', 'CN', '武侠小说', '雪山飞狐', 'story', 'emprise', 'Z2', '已买', '2009', '以前', '當代文學', '稗類', '消遣', '天朝', '情仇', '江湖', '小学', '记忆', '生活', '读书', '三联书店', '佚事', '查良镛', '看来', '在我看来', '侠之大者', '热血']"
1981355,"['Engo', '时所读', '常青藤', '看过', 'ShowOff', '目标', '纪实', 'People', '空洞', '典范', '奇女子', '杂粮', '系', '2009', '人物传记', '不爽', '04', 'workaholism', '小小', '过眼云烟', '总', '^', '智慧', '幸运', '加', '努力', '现当代', '書', '传记文学', '修', '本土', '凤凰卫视', '类', 'u3000', '名人', '年华', '虚构', 'hm', '舒适', '生涯规划', 'Biogra', 'phi', 'Memoirs', '优秀', '青春', '听', '零散', '永远', '第一', '媒体人', '高中时代', '偶尔', '经理人', '人大附中', 'soso', '传', '生活', '看看', '女性', '读的书', 'thinking', '达特茅斯', '外企', 'IT', '经营', '成功', '中国', '消遣', '畅销书', '感興趣', '話題', '长江', '长江文艺出版社', 'zimo', '喜欢', '未', '矫情', '图书馆', '摩根斯坦利', '无关', '烂书', 'Autobiography', '回忆录', '乱翻', '曾子墨', '傳記', 'encourage', '金融']"
2340100,"['B825', '之前', '公司', '了解', '一下', 'Taiwan', 'LifeT', '无法', '秘笈', '最佳', '厕所', '图书馆', '心理治疗', '宗教', '涉猎', '生活态度', '非技术', '遇见', '概率', '社会', '云里雾里', 'P4', 'GTD', '值得', '臣服', '港澳台', 'C5', '视角', '狠', '受益', '行走', '个人', '身心灵', '非', '类', '随笔', '台灣', '心灵鸡汤', '年华', '亲爱的', '12', '月', 'fun', '自我管理', '不叔', '纯粹', '陶冶性情', '收藏', '狗屎', '杂', '当时', '读过', '震撼', '解析', '工具书', '未知', '奇蹟', '課程', '系列', '必读', '保留', 'awakenthegiantwithin', '成长', '思辨', 'Style', '书架上', '一席之地', 'dx', 'psychology', '太', '揪心', '初级', '自励', '中国', '文学', '探索', '张德芳', '智慧', '外面', '没有', '小曲', '伪科学', '2010']"
1051797,"['淡定', 'literature', '最近', '坚强', '慢慢', '电子书', 'NLB', '杂谈', '想象力', '成长', '姜', '如今', '我爱你', '应该', '乱翻', '季风', '庭庭', '天平座', '过眼云烟', '很多', '很多很多', '無', 'Aappe', '当代文学', '迷迭香', '亲娘', '明媚', '刚', '读过', '曾经', '醫', '尘世', '流行', '出卖', '泼', 'Fiction', '言情小说', '状态', '中国香港', '亦舒', '里', 'HK', '繁體', '青春', '微凉', '系列', '女权主义', '片', '课外', '进补', '纯粹', '现代', '最愛的', '过去', '寂寂', '阳光', '花', '落落', '人淡如菊', '网络', '57', '玩乐', '生命', '2002', '完', '书', 'u3000', 'Sun', '喜宝', '杂七杂八', '一大堆', '新概念', '天朝', 'novel', '缱绻', '小憩', '师太', '国内', '泡沫', '爱师', '港台']"
3033668,"['百感交集', '散文随笔', '买了', '回忆录', '朝花夕拾', 'ayuan', '私房', '胖', '推荐', '呐', '入手', '见招拆招', 'txt', 'I267', '地上', '穴', '飘着', '意思', '有意思', 'blog', '幽默', '事关', '以后', '图书馆', '201007', 'Bilblioth', 'è', 'que', 'zju', '有兴趣', '青春文学', '老', '网络', '80', '电子书', '物语', '摄影', 'prose', '新华书店', '书架', '阅', '片段', '信息', '杂七杂八', '闪开', '知识', 'Culture', '张', '个人', '行', '中华儿女', '北京', '理想主义', '毛片', '纯粹', '怀旧', '乱七八糟', '生活', '阿拉', '额', '歌唱', '八十年代', '记忆', '人民', '人民文学出版社', '闲适', '牛', '博文', '借出', 'sBook', '管理', '读完', '中国', '打发', '时间', '靠谱', 'TXT', '周边', 'essays', '2009.1', '立宪', '据闻']"
1056461,"['百感交集', 'pdf', '散文随笔', '非我族类', '小聪明', '现在', '每日', '隨筆', '喜欢', '之前', '发现', 'essay', '2008read', '人生哲学', '大千世界', '艺', '寒假', '万人迷', '价值', 'traveloque', '挺', '亲爱的', '一起', '不列颠', '图书馆', '值得', '一读', 'living', 'phi', 'losophy', '百读不厌', '励志', '相关', '藝術', '碰碰', '带着', '去旅行', '缺', '上海译文出版社', '评论', '豆瓣', '外国文学', 'voyage', '散杂', 'Literature', '5327', '故事', '姑娘', '意思', '没意思', '人文', '杂七杂八', '有所', '白', '公主', '鹅', '翻譯', '德', '没', '歷史', '审美', '說正經', '阿兰', '波顿', '到处', '上海', '写字', '11', '拥有', '书架上', '大忽悠', '旅游', '屎', '阁楼', '思想者', '行走', '继续', '认识', 'ott', '要死', '环球', 'AlaindeButton', '自我意识', '艺术设计', '浪漫', '消遣', '2007', '年', '读过', '妙笔', 'PHILOSOPHY', '听说', '看看', '王建硕', '兽兽', '游记', '搁置']"
1948901,"['秘密', '非', '不敢', '研究', '鬼吹灯', '现代', '张起', '南派', '睡前', '昆', '侖', 'BL', '好玩', 'LiteratureFiction', '大千世界', 'mojo', '朴', 'pi', 'á', '实', '玛丽苏', '心平气和', 'CHS', 'bambook', '快餐', 'Chinese', '大陆', '电子书', '新中国', '故事', '盜墓', '筆記', 'I2', '喫', 'PDF', '友谊', '瓶', '数据', '集合体', '不叔', '填坑', '片', '奇门遁甲', '通俗读物', 'Novel', '时光', '诡异', '总', '同志', '抓狂', '寻龙', '点穴', '机', '颠沛流离', '推理', '侦探', '消遣', '2007', '读过', '天朝', '搅基', '历险记', '藏書', '畅销', '紧张', '科幻', '网络文学']"
1013248,"['讲故事', '乱读', '私藏', 'asfun', '时光', '诱惑', 'id', '小时候', '说不出', '读的书', '最好', '形容词', 'Illustrated', 'Novel', '非', '淡淡的', '彼岸', '远端', '有一套', '24', '彩色', '畅销', '絵', 'myLibrary', '三联', 'Chinese', 'zeizeiai', '随笔', '视觉', '盛宴', '久违', '状态', '调调', 'PicutureBook', '卡通漫画', 'Comic', '圖畫', '画集', '畫冊', '非常', '喜欢', '哢', '都市', 'Jimmy', '迷失', '‰', '缘分', '读过', '终结', 'Z2', '已买', '还成', '2002', '娱乐', '中国', '文学', '臺灣', 'u3000', '向右走', '情感', '台湾', '几米']"
1036274,"['Salu', '105', '蜘蛛', 'asfun', 'literature', 'so', '慢慢', '私奔', '总是', 'BOOK', '现代', '且听', '起床', '形容词', '图书馆', '赞赞', '大三', '200608', '落落', '成年', '----', 'Hikawa', '⊕', '上海译文出版社', '小时候', '奇幻', '小說', '重要', 'aH', '温情脉脉', '鷠', 'IMAGINE', '庆幸', '读过', 'EB', '看看', 'Fiction', '外國文學', '后来', '发现', '不晚', '火星', '漫步', '儿童读物', '溶溶', 'Momo', '美国', '橘', '經典', '夏洛', '网', '受益', '馬桶', 'Novel', 'American', '杂', '当时', '好奇', '老平客', '一起', '长大', '上海', '淡淡的', '感动', '无聊', '畅销', '未必', '佳', '文字', 'の', 'fairytale', '最好', '改编', '娱乐', '深刻', '老', '毛子', '归于', '尘土', '推荐', '动物', '怀特', '蠻夷', '永无', '岛', '缺', '書店', '故事書', '飞舞', '蒲公英']"
2257188,"['回忆录', '总是', 'ayuan', '动脑筋', 'csg', '近', '图书馆', '之见', '看看', '做', 'novels', '略懂', '意思', '有意思', '思考', '过眼云烟', '献给', '青春', '散文随笔', '骨肉', '市立', '図', 'self', 'narration', '特', '小說', 'DA', '教育', '随便', '13', '每一年', '一天', '钉子户', '#_#', '父母心', '手机', '父女情', '深', '簡體', '同学', '推荐', '收获', 'CN', '黑色幽默', '女性主义', '经历', '没', '心理', '临时', '相关', '书信集', '兴趣', '哈哈大笑', '内地', '人民', '人民文学出版社', '玩乐', '痞', '真性情', '翻翻', '流氓', '甜言蜜语', '竟然', '社科', '哆', 'JUN', '2007', '年', '读过', '畅销书', '王朔', '岁', '持有', '新學', '中国', '现代', '现代文学', '一种', '想法', '兽兽']"
1046385,"['東亞', '电子版', '百态', 'asfun', 'literature', 'tow', 'cold', '07', 'HH', 'Kalee', '候餐', '中国青年出版社', '看不看', '所谓', '无所谓', '毒', 'satire', '非借', '过眼云烟', 'iPhone', '私藏', '八', '飞扬', 'OR', '年少无知', '现代', '现代汉语', '剧本', '所謂', '青春文學', '随笔', 'SOSO', '看着', '心情', '很好', '记忆', '中华儿女', '休闲', 'Novel', '杂', '当时', '好奇', '垮掉', '一代', '生活', '内地', '2002', '籍', '西卡', '精选', '畅销', '喜欢', '魅影', '漫舞', '韩寒', '失去', '判断', '80']"
2382705,"['只想', '百万富翁', '谢谢你们', 'practice', '入手', '多久', '图书馆', 'silence', '伪', '乱翻', '亲爱的', '不朽', '午后', '曾经', '女孩子', '心情随笔', '蜉蝣', '樱逝', '共鸣', '文艺腔', '短章', '木木的', '黑', '青春文学', '脑残', 'Prose', '疯狂', '最喜欢', '垃圾', '落仔子', '真', '已购', '新中国', 'Youth', '散杂', '实体书', '传说', '传说中', '苍凉', '文字', '80', '猴', '阿窥', 'ஐ', '个人', '落殿', '痕迹', '休闲', '柯艾', '烂', 'livre', '隨筆', '内地', '读过', '弃', '美少女', '爱拖稿', '风格', '固定', '小说', '带书', '回家', '三思', '后果', '2008', 'book', '华人', '清晰', '长江文艺出版社', '贴近生活', '情绪', '信任', 'Girl', '温暖', '觀點']"
1015584,"['过去', '糖', '023', '60591209', 'asfun', 'literature', '王小波', 'BJ', '侃爷', '图书馆', '标签', '莫名', '过眼云烟', '哪去', '冈冈', '忽悠', '小朋友', '现实主义', '2006.5', '當', '逼出来', '徐凌', '70', '流行', '京味儿', 'zeizeiai', '五个', '媚态', '一读再读', 'own', '重庆', '左岸', '方舟', '心理咨询', '事务', '机构', '心情', '上去', '看上去', 'u3000', '存', '没有', '眼光', '诡异', '8star', 'hululu13', 'novel', '搞笑', '童年', '内地', '看过', '不少', '很多', '也许', '比较', '喜欢', '动物', '凶猛', '一点', '青春期', '经典小说', '玩乐', '浏览', '方', '枪枪', '电视', '原著', '髓', '趣味', '王朔', '才气', '岁', '时', '现代', '现代文学', '不要', '書店', '中国', '年少', '09']"
1394253,"['泥', '课', '桌面', '书墙', '里', '一块', '变态', '鸫', '世界观', '棒', '英雄主义', '鬼', '努力', '胜利', '碰', 'ezary', 'Death', '圖畫書', 'collection', '连环画', '据说', '絵', '天文馆', 'COMIC', '棋魂', '推悬恐', '出奇', '15', '岁', 'LLL', '價值觀', '甜點', '心理学', '阅', '侦探', '筆記', '祸国殃民', '死亡', '笔记', '哥特', '萝莉', '鶇', '腹黑', '图书', '卡通漫画', '悬疑', 'Comic', '趣味', '强', 'DN', '鸠', 'manga', '2006', '过去', '小时候', '流行', '文化', '玩乐', 'DEATH', '7star', 'つ', 'ぐ', 'み', 'NOYE', '最好', '时光', '好看', '月', '小畑健', '青漫', '漫畫', '日本']"
1201821,"['跳皮筋', '游泳', 'Psychoanalysis', '现代', '看不懂', '图书馆', 'pre', '2007', 'sex', '孿', '伯爵', '关系', 'BOOK', '值得', 'phi', 'losophy', 'u3000', 'chm', '弗洛伊德', '阅读', '江江', '一次', '第一次', 'Tolite', '不錯', '奥地利', '非', '虚构', '梦', '工具书', '收藏', '高中', '扯', '投影', '22', '窜', '资源', '封面', '最好', '时光', 'psychology', '揪心', '比较', '比较文学', '老', '毛子', '髓', '看看', '1998', '精神分析', '兽兽', '教材', '西方哲学']"
1970428,"['Alopor', '回忆录', '现代', '不时', 'CHN', '报告文学', 'txt', 'socio', '图书馆', '空洞', '人生哲学', '没', '叽里呱啦', '春秋', '沉默', '起来', '同样', '需要', '晓风', '2007read', '应正', '经营管理', '30', '励志', '营销', '传播', '学术著作', '人物', 'Investment', '阿力', '已购', '电子书', '通俗', '出版社', '阅', '4star', '看值', '2010.05', '收藏', 'journalism', '八十年代', '不叔', '大三', '吴晓波', 'u3000', '时间', '线', '經濟學', '很好', '概括', '务世', 'supermary', '2009', '入门', '三十', '知识分子', '改革开放', '关注', '宏观经济', '战略', '78', '92', '购买', '财经', '中小', '中小企业', '编年史', '不要', '要求', '制度', '写书', '束手束脚', '地方', 'Clg', '案例', '中国']"
2061644,"['不错', '宣传栏', '另类', 'XX', '实体书', 'Ｍ', 'Nothing', '想象力', '现当代', '图书馆', '乱翻', '从来', '没有', '曾经', 'inner', '假日', '寫字', '毕', '2010', '岛', '多图', '不能', '忘了', '2009.08', '枫林晚', '1567', '学史', 'CarsonMcCullers', 'Literature', '名声', '嘞', '等待时间', 'Fiction', '中短篇', '外國文學', '文学类', '李文俊', '总是', '吸引', '暧昧', 'mccullers', '二楼', '讲给', '听', '集', '太', '三联书店', '称之为', '计划', '现代', 'American', '欧美', '贰', '零壹', '暗色', '生活', '经典小说', '泛泛', '而读', '女人', '海外', '文斋', '玩乐', '最好', '时光', '拥有', '收藏', 'PageOne', '畅销', 'whenMAreads', '卡森', '麦卡', '勒斯', '肆月', '无关', '伤心', '咖啡馆', '之歌', 'story', '青少年']"
3181927,"['图书馆', '爬', '年', '纮', '一郎', 'LIB', '还好', '---', 'csg', 'D20100617', '2008read', 'ebook', '便', '我家', '北方', '赞赞', '迷迭香', '外国文学', '絵', '人類學', '椛', '海', '七月', '有点', '恶心', '生理卫生', '杂七杂八', '宝宝', '鸡', 'PDF', 'Children', '意思', '有意思', '日本人', '研究', '独立', 'ஐ', 'Comic', '寄藤文平', '琳琳', '推', '雜記', '薯', '实用手册', '醫學', 'Science', '进补', '古灵精怪', '医药', '爆笑', '流行', '2009', 'uncocoro', 'Hikawa', '⊕', '图文', '时光', '健康', '了解', '压底', '砖', '惹人爱', '消遣', '哆', '10', '保健', '绘图', '类书籍', '未知', '知识', 'geek', '彪悍', '兽兽', '翻完', '趣味']"
1041550,"['零乱', '现代', 'asfun', '愛與痛', '邊緣', '酵母', '非', '没', '营养', '校园', '小时候', '散', '评论', '读的书', '其实', '当代小说', '城市', 'prose', '分', '围绕', '05', '碎碎念', '甜甜', '郭', '菊花', '装', '逼', '经典', 'Chinese', 'Ｌ', 'Ο', 'ё', 'Literature', '所謂', '青春文學', '曾经', '测试', '同步率', '所谓', '80', '大烂书', 'Kalee', '快餐', '文化', '郭敬明', '流行', '柯艾', '不堪回首', '四姑娘', '痛', '边缘', 'livre', '死', '右手', '寂寞', '记得', '畅销', '哈利波特', '不太', '抑郁', '过去', '消遣', '脑残', '天朝', '乐子', '久远', '大一', '200408', '疯狂', '神秘', '唯美', '俗世', '生活', '年轻', '爱情', '得到', '学到']"
3071717,"['散文随笔', '105', '耀君', '系', '休闲', 'essay', '地久天长', '略懂', '好多', '怀有', '尤其', '201001', 'Romance', '太阳', '民间', 'if', '当代文学', '锦绣', '理想', '买', '借阅', '浓', '适合', '有趣', '王小波', '事关', '非', '虚构', '轉', '自由主义', '获益', '沉醉', 'freshman', '青春', '已藏', 'Buy', '片', '女性', 'Literature', '思與', '花開', '书信集', 'の', '李银河', '读本', '大学', '一年级', '戏剧', '中国', '看过', '天朝', '2008.9', '瓷话', '情感', 'fiction', 'cn']"
